fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,price,nasd_price,next_year_date,next_year_price,nasd_ny_price,symbol,Nasdaq_Performance,Stock_Performance,Label
2018-03-31,5520938000,2928000000,265229000,,730000000,162139000,60441000,2198000000,47000000,-70235000,-235000,70000000,2928201000,93337000,56540000,103000000,753210000,146000000,70235000,607210000,668000000,730000000,926210000,607210000,25018960000,9504864000,2622086000,6862790000,,1530321000,15514096000,573040000,,4894845000,2140098000,2754747000,,9432763000,4240704000,1111753000,613448000,14331219000,4447395000,841274000,219900000,,941657000,8151758000,,7990418000,941657000,7990418000,7990418000,1425649000,161340000,10636000000,9430421000,14975706000,488000,48349000,640000000,74275000,192200000,632000000,804959000,118217000,131987000,96034000,,607210000,1636000000,-2205000000,0,718000000,718941000,,,,,,0,,-717780000,,536728000,,607210000.0,2018-05-09,12,10.6644,1.3356,12.5239,2183.590087890625,7339.910156,2019-05-09,1736.030029296875,7910.589844,BKNG,7.775022798249087,-20.49652364130754,0
2017-12-31,2763000000,2803000000,40000000,39993000,986478000,316186000,56667000,1776540000,46704000,-70979000,24000,71003000,-1273000,25259000,51495000,97788000,4266594000,1496651000,72252000,2769943000,-970573000,986478000,4435385000,2769943000,25451000000,9035000000,2542000000,7401477000,,1217801000,27288958000,480000000,543000000,4915000000,2177000000,2738000000,5310773000,10873000000,4859873000,415527000,148000000,14187000000,3498000000,,151200000,,710910000,8957849000,,8810000000,711000000,8810000000,8809788000,980455000,147000000,11261000000,8699000000,13938869000,0,48676000,1173575000,44108000,,46040000,-221487000,44879000,64113000,-209452000,,2769943000,-558942000,-900460000,0,704898000,704817000,,,,,,0,,-703980000,,2769943000,,2769943000.0,2018-02-27,16.86,14.1222,2.7378,19.3865,1905.010009765625,7330.350098,2019-02-27,1906.0,7554.509766,BKNG,3.0579667410586486,0.05196771824294011,0
2017-09-30,4380000000,4434000000,54000000,54181000,2101801000,308362000,47901000,2278047000,41483000,-66338000,,66338000,-200000,31382000,50613000,95910000,2066845000,346454000,66538000,1720391000,1800142000,2101801000,2229093000,1720391000,25789111000,9124595000,2846300000,7253328000,,1437762000,27787030000,457548000,,4946049000,2218152000,2727897000,4415228000,11122514000,4407028000,433505000,146605000,12902716000,3624275000,805740000,,,899802000,8870506000,,8726679000,899802000,8726679000,8726679000,827361000,143827000,12876994000,7997881000,14513392000,486000,48981000,1886591000,50437000,,-232745000,-156698000,45300000,76423000,145639000,,1720391000,-2105632000,401072000,-4599000,567852000,567852000,,,,,,993230000,,-566339000,,1720391000,,1720391000.0,2017-11-06,35.22,34.2535,0.9665,2.8216,1903.0,6786.439941,2018-11-06,1949.4599609375,7375.959961,BKNG,8.686734504764981,2.44140625,0
2017-06-30,2957000000,3025000000,68000000,67425000,893259000,273368000,44831000,2063872000,36821000,-60942000,,60942000,-200000,30800000,44711000,85872000,863117000,142908000,61142000,720209000,1047069000,893259000,1009931000,720209000,23458323000,8272570000,2634264000,6356089000,,1230602000,25457012000,425100000,,4333397000,1914767000,2418630000,3729425000,10271259000,3721825000,685879000,163597000,11853577000,3756955000,598200000,,,4600000,7699173000,,7564636000,8485297000,7564636000,7569236000,1185639000,134537000,11589669000,7411392000,12793001000,486000,49131000,991868000,21812000,,567947000,250115000,41200000,76710000,255117000,,720209000,-644612000,-423012000,0,345453000,345453000,,,,,,0,,-344142000,,720209000,,720209000.0,2017-08-08,15.14,14.2293,0.9107,6.4002,2049.0,6370.459961,2018-08-08,2045.0,7888.330078,BKNG,23.826695816195564,-0.19521717911176184,0
2017-03-31,2339000000,2419000000,80000000,80401000,556462000,249583000,39945000,1782541000,31992000,-55717000,,55717000,2419404000,26865000,40412000,83430000,527610000,71987000,55717000,455623000,837362000,556462000,666757000,455623000,21994252000,6987882000,2434020000,5370178000,,934254000,25154600000,381197000,,4354305000,1951999000,2402306000,2943758000,10148230000,2936158000,683450000,130238000,11160712000,3248199000,407575000,,,974538000,7912513000,,7286102000,974538000,7286102000,7286102000,879405000,128564000,10811019000,7067508000,12072792000,486000,49192000,881625000,38496000,,305758000,522071000,101055000,70559000,78428000,,455623000,-892814000,843400000,0,209797000,209797000,,,,,,1051722000,,-208318000,,560552000,,455623000.0,2017-05-09,9.88,8.793,1.087,12.3621,1911.1300048828125,6120.589844,2018-05-09,2183.590087890625,7339.910156,BKNG,19.92161446980958,14.25649130680251,0
2020-12-31,4200000000,5290000000,1090000000,28000000,182000000,574000000,,20639000000,,-69000000,-69000000,69000000,5359000000,1407000000,,77000000,1221000000,569000000,,951000000,776000000,182000000,259000000,652000000,38007000000,16455000000,4132000000,1502000000,4421000000,5622000000,22311000000,5358000000,5115000000,10374000000,4397000000,5977000000,1620000000,,1502000000,2280000000,2866000000,25114000000,10227000000,3532000000,3454000000,889000000,889000000,10129000000,,7726000000,889000000,,7633000000,2352000000,1391000000,12893000000,,-9942000000,18242000000,1035000000,377000000,101000000,,-264000000,-225000000,307000000,173000000,-101000000,-103000000,951000000,-67000000,-269000000,0,0,0,,129000000,129000000,,,0,,0,,41000000,,652000000.0,2021-01-21,-0.07,0.1584,-0.2284,-144.1919,22.549999237060547,13530.910156,2022-01-21,27.239999771118164,13768.919922,BKR,1.75900780698377,20.79822923607766,1
2020-09-30,4110000000,4983000000,873000000,42000000,-49000000,565000000,,831000000,,-66000000,-66000000,66000000,5049000000,-149000000,,75000000,-164000000,6000000,,-270000000,-116000000,-49000000,26000000,-170000000,37339000000,15208000000,4061000000,2000000,4469000000,5647000000,22088000000,5536000000,4744000000,10300000000,4377000000,5923000000,2000000,,2000000,1031000000,3019000000,25757000000,10639000000,3482000000,3623000000,935000000,7589000000,9451000000,,100000000,935000000,,7689000000,2599000000,1378000000,11582000000,,-10594000000,104000,1034000000,219000000,47000000,,-154000000,-21000000,315000000,199000000,19000000,-92000000,-270000000,-114000000,-201000000,0,0,0,,123000000,123000000,,,0,,0,,-270000000,,-170000000.0,2020-10-21,0.04,0.0373,0.0027,7.2386,14.039999961853027,11484.69043,2021-10-21,24.270000457763672,15215.700195,BKR,32.486811792975764,72.86325159334592,1
2020-06-30,3946000000,4667000000,721000000,16000000,-52000000,590000000,,705000000,,-69000000,-129000000,69000000,4736000000,-244000000,,72000000,-216000000,-21000000,,-355000000,-162000000,-52000000,20000000,-195000000,37523000000,15502000000,4132000000,2000000,4616000000,5636000000,21979000000,5710000000,4550000000,10284000000,4416000000,5868000000,2000000,,2000000,1118000000,2978000000,26269000000,10567000000,3628000000,3507000000,934000000,7590000000,9391000000,,110000000,934000000,,7700000000,2498000000,1389000000,11254000000,,-10413000000,104000,1032000000,230000000,92000000,,-26000000,-231000000,340000000,237000000,-419000000,135000000,-344000000,-119000000,1022000000,0,0,0,,118000000,118000000,,,0,,0,,-355000000,,-195000000.0,2020-07-22,-0.05,-0.0041,-0.0459,-1119.5122,16.459999084472656,10706.129883,2021-07-22,19.8799991607666,14684.599609,BKR,37.16067121805906,20.777644389544104,0
2020-03-31,-11704000000,5366000000,17070000000,160000000,-16059000000,675000000,,16910000000,,-59000000,-51000000,59000000,5425000000,25000000,,84000000,-10222000000,5000000,,-16098000000,-10395000000,-16059000000,-15975000000,-10227000000,37229000000,14653000000,3010000000,2000000,4534000000,6148000000,22530000000,5997000000,4506000000,10454000000,4576000000,5878000000,2000000,,2000000,961000000,2984000000,25759000000,10141000000,3991000000,3196000000,210000000,6373000000,9103000000,,122000000,210000000,,6495000000,2744000000,1479000000,11470000000,,-10212000000,17985000000,1031000000,478000000,49000000,,129000000,-54000000,355000000,365000000,-179000000,140000000,-16098000000,-318000000,-327000000,0,0,0,,118000000,118000000,,,0,,0,,-167000000,,-10227000000.0,2020-04-22,0.11,-1.0418,1.1518,110.5586,12.989999771118164,8495.379883,2021-04-22,19.81999969482422,13818.410156,BKR,62.65794286200021,52.57890719052827,0
2019-12-31,1295000000,6347000000,159000000,5054000000,330000000,749000000,,159000000,,-63000000,-62000000,63000000,6347000000,40000000,,87000000,261000000,213000000,,1136000000,107000000,330000000,417000000,48000000,53369000000,15222000000,3249000000,24000000,4608000000,6416000000,38096000000,6240000000,4384000000,26071000000,5381000000,20690000000,82000000,,24000000,949000000,3001000000,31440000000,10014000000,4268000000,2870000000,321000000,120000000,8856000000,,6502000000,201000000,,6622000000,2555000000,1425000000,21929000000,,0,,1027000000,1357000000,89000000,,737000000,98000000,353000000,367000000,208000000,-124000000,94000000,-386000000,-538000000,-351000000,0,0,,117000000,117000000,,,525000000,,0,,1136000000,,48000000.0,2020-01-22,0.27,0.3128,-0.0428,-13.6829,22.68000030517578,9383.769531,2021-01-21,22.549999237060547,13530.910156,BKR,44.1948260909393,-0.5731969416489235,0
2019-09-30,1101000000,5823000000,835000000,4781000000,297000000,679000000,,835000000,,-59000000,-60000000,59000000,5882000000,-14000000,,85000000,164000000,107000000,,117000000,-16000000,297000000,382000000,57000000,52549000000,14769000000,2808000000,39000000,4739000000,6165000000,37733000000,6141000000,4160000000,26085000000,5431000000,20654000000,39000000,,39000000,1057000000,2760000000,30673000000,9332000000,3870000000,2436000000,694000000,506000000,8781000000,,6502000000,188000000,,7008000000,2332000000,1417000000,21876000000,,0,,1026000000,360000000,59000000,,191000000,186000000,356000000,279000000,148000000,21000000,117000000,-96000000,-569000000,-150000000,0,0,,93000000,93000000,,,,,0,,188000000,,57000000.0,2019-10-30,0.21,0.2431,-0.0331,-13.6158,21.6200008392334,8303.980469,2020-10-29,14.350000381469728,11185.589844,BKR,34.70154326298669,-33.62627278242719,0
2019-06-30,1062000000,5938000000,848000000,4932000000,271000000,701000000,,848000000,,-56000000,-53000000,56000000,5994000000,-131000000,,97000000,86000000,95000000,,-11000000,-87000000,271000000,368000000,-9000000,52876000000,14985000000,3138000000,40000000,4807000000,6310000000,37848000000,6130000000,3918000000,26215000000,5510000000,20705000000,40000000,,40000000,730000000,2799000000,35488000000,9341000000,3966000000,2214000000,892000000,702000000,8754000000,,6446000000,190000000,,7148000000,2269000000,1426000000,17388000000,,-9000000,,1038000000,593000000,81000000,,499000000,196000000,359000000,300000000,23000000,83000000,-11000000,-307000000,-195000000,-5000000,0,0,,92000000,92000000,,,,,0,,39000000,,-9000000.0,2019-07-31,0.2,0.1903,0.0097,5.0972,25.38999938964844,8175.419922,2020-07-30,15.329999923706056,10587.80957,BKR,29.507837774892455,-39.62189723424676,0
2019-03-31,976000000,5556000000,862000000,4639000000,176000000,704000000,,862000000,,-59000000,,59000000,5615000000,21000000,,96000000,99000000,67000000,,71000000,117000000,176000000,272000000,32000000,53129000000,14912000000,3073000000,49000000,4871000000,6319000000,37172000000,6218000000,3854000000,26425000000,5663000000,20762000000,49000000,,49000000,649000000,2769000000,35617000000,9052000000,3918000000,,906000000,7079000000,8991000000,,97000000,906000000,,7176000000,2305000000,1599000000,17512000000,,0,,1037000000,-184000000,56000000,,-31000000,363000000,350000000,294000000,204000000,220000000,71000000,-256000000,-232000000,-36000000,0,0,,93000000,93000000,,,,,0,,-672000000,,32000000.0,2019-04-30,0.15,0.1352,0.0148,10.9467,24.020000457763672,8095.390137,2020-04-29,14.8100004196167,8914.709961,BKR,10.120819505106947,-38.34304688853636,0
2018-12-31,1236000000,6264000000,59000000,17000000,382000000,755000000,,59000000,,-59000000,,59000000,6264000000,151000000,,103000000,303000000,172000000,,1177000000,19000000,382000000,485000000,131000000,52439000000,14971000000,3723000000,39000000,4620000000,5969000000,36375000000,6228000000,3625000000,26436000000,5719000000,20717000000,113000000,,39000000,659000000,1838000000,34974000000,9020000000,4025000000,1765000000,942000000,942000000,8263000000,,7231000000,,,7227000000,2288000000,960000000,17465000000,,25000000,35013000000,1035000000,1089000000,83000000,,309000000,96000000,353000000,342000000,168000000,4000000,302000000,-374000000,-1716000000,-57000000,0,0,,91000000,91000000,,,,,0,,1177000000,,131000000.0,2019-01-31,0.26,0.2663,-0.0063,-2.3658,23.56999969482422,7281.740234,2020-01-31,21.65999984741211,9150.94043,BKR,25.669690704871705,-8.103520883080584,0
2018-09-30,973000000,5610000000,798000000,12000000,282000000,608000000,,786000000,,-55000000,,55000000,5665000000,6000000,,112000000,123000000,110000000,,38000000,-21000000,282000000,394000000,13000000,53600000000,16118000000,4765000000,4765000000,4681000000,5809000000,34520000000,6226000000,3517000000,26621000000,5831000000,20790000000,431000000,,,863000000,1422000000,39860000000,8457000000,3686000000,,1000000000,1000000000,8580000000,,6293000000,,,7293000000,2184000000,1024000000,13740000000,,-14000000,,1100000000,240000000,61000000,,277000000,127000000,353000000,242000000,1000000,53000000,38000000,-42000000,-275000000,-19000000,0,0,,74000000,74000000,,,,,0,,-114000000,-37000000,13000000.0,2018-10-30,0.19,0.2092,-0.0192,-9.1778,27.26000022888184,7161.649902,2019-10-30,21.6200008392334,8303.980469,BKR,15.950661965212598,-20.689652759697662,0
2017-12-31,858000000,5763000000,119000000,5044000000,-111000000,787000000,158000000,119000000,,-56000000,,56000000,5799000000,18000000,311000000,150000000,-36000000,-67000000,,756000000,-25000000,-111000000,39000000,31000000,56500000000,18424000000,7030000000,7023000000,4507000000,6015000000,37731000000,6959000000,2817000000,26285000000,6358000000,19927000000,543000000,,,872000000,2073000000,42223000000,9227000000,3377000000,319000000,2037000000,1398000000,9268000000,,6951000000,639000000,,8349000000,2038000000,889000000,14277000000,,-73000000,,1129000000,-214000000,78000000,,113000000,681000000,387000000,248000000,941000000,-223000000,-80000000,-244000000,2707000000,-338000000,174000000,174000000,,79000000,79000000,,,,,,,2246000000,4000000,31000000.0,2018-01-24,0.15,0.1396,0.0104,7.4499,33.779998779296875,7415.060059,2019-01-24,23.040000915527344,7073.459961,BKR,-4.606841957879826,-31.793955748606695,0
2020-09-30,2199504,5174502,2974998,,1315472,884032,,884032,,4220147,4292345,72198,978052,,,105475,2223201,519930,72198,1703271,1698953,2295399,2400874,1703271,529100090,44497884,44497884,44497884,,,16978583,4127621,,,,,776812797,329327346,135307515,-38757226,234337777,474570073,2563442,,,,,12850962,12850962,,,,12850962,459155669,12850962,54530017,2787898,7896793,,5519259,1363089,52396214,51245978,,1104331,134103,71715,95464,,1703271,-37454288,-15642347,0,250318,250318,,884909,884909,,,,,-215930,,1703271,,1703271.0,2020-12-31,0.3103,,,,16.030000686645508,12888.280273,2021-12-31,20.5,15644.969727,BKSC,21.389117831143544,27.885209743493157,1
2020-06-30,1976856,4847079,2870223,,1253664,723192,,723192,,4127206,4203211,76005,703622,,,106136,1960605,459582,76005,1501023,2471721,2036610,,1501023,542621550,96231430,96231430,96231430,,,17133155,4161381,,,,,728721272,317420863,108906662,12956716,299455790,488660695,1991744,,,,,12971774,12971774,,,,12971774,473697177,12971774,53960855,2515472,7131796,,5530682,-4519579,46402473,40020422,,6271144,53907,3183,-98944,,1501023,-46754411,40349296,0,,,,884858,884858,,,,,-81490,,1501023,,1501023.0,2020-09-30,0.3,,,,16.030000686645508,11167.509766,2021-09-30,20.149999618530277,14448.580078,BKSC,29.380500942021758,25.70180134375861,0
2020-03-31,2120844,4977365,2856521,,1436153,684691,,684691,,4207354,4301426,94072,627631,,,104638,1978464,457333,94072,1521131,2122147,2072536,,1521131,499720200,107156124,107156124,107156124,,,17355634,4264334,,,,,370791498,279714491,92415838,6586628,289202882,447293973,1821140,,,,,328175,13091300,,,,13091300,432381533,13091300,52426227,2325225,6515681,,5530363,1369320,23247177,22859558,,290646,40898,78537,76188,,1521131,4382818,52309567,0,,,,884800,884800,,,,,4489,,58061705,,1521131.0,2020-06-30,0.26,,,,16.790000915527344,10058.769531,2021-06-30,20.5,14503.950195,BKSC,44.19209178916419,22.09647934588055,0
2019-12-31,2271077,5042096,2771019,,2271077,1441696,,2182644,,4466079,4578390,112311,601017,,,59687,2296077,522548,112311,1773529,1712198,2408388,,1773529,445012520,49094419,49094419,49094419,,,17499652,4290435,4981255,,,,374522516,275131200,100449956,6372170,176208765,393844488,380635271,,,,,328175,13209217,,,,13209217,379191655,13209217,51168032,2325225,5879409,,5530001,1784603,20005993,19149202,,126967,47486,691919,,,1773529,-1655152,-9450491,0,,,,1437799,1437799,,,,,0,,-9321040,,1773529.0,2020-03-31,0.27,,,,15.0,7700.100098,2021-03-31,22.600000381469727,13246.870117,BKSC,72.0350378359458,50.66666920979819,0
2019-09-30,2876414,5468237,2591823,,2456949,419465,,419465,,4613808,4827684,213876,596070,,,61558,2618055,603264,213876,2014791,2305642,2831931,,2014791,453060365,58415459,58415459,58415459,,,16983995,3658203,,,,,373825252,98297968,98297968,6286832,179713574,402739874,389414082,,,,,13325792,13325792,,,,13325792,387204347,13325792,50320491,2325225,4990680,0,5530001,38167,22122373,19306575,,2060449,59408,1030447,,,2014791,10732516,2548285,0,,,,884044,884044,,,,,37887,,13318968,,2014791.0,2019-12-31,0.32,,,,18.780000686645508,8972.599609,2020-12-30,16.200000762939453,12870.0,BKSC,43.436691269391936,-13.73801826078046,0
2019-06-30,2418672,5188454,2769782,,1991425,427247,,427247,,4568119,4813345,245226,592739,,,57159,2391076,550229,245226,1840847,2879412,2636302,,1840847,442374445,45096491,45096491,45096491,,,9907958,2689314,,,,,385278593,101430963,101430963,4440127,182942925,392979830,385761186,,,,,7218644,7218644,,,,7218644,383809905,7218644,49394615,2314107,4413687,0,5525278,2069979,15708750,14399822,,-231354,67970,396712,,,1840847,8106393,7598181,0,,,,882676,882676,,,,,49134,,17774553,,1840847.0,2019-09-30,0.36,,,,18.700000762939453,7999.339844,2020-09-29,16.3799991607666,11085.25,BKSC,38.577060309728225,-12.406425173900203,0
2018-09-30,2034907,4951381,2916474,,1644934,389973,,389973,,4470152,4665586,195434,458693,,,49811,2012371,234218,195434,1778153,1345338,2207805,,1778153,428377382,29761021,29761021,29761021,,,2314004,2314004,,,,,118603201,273383100,118603201,4332595,157624587,385077848,385077848,,,,,,,,,,,383041258,,43299534,2268264,1295509,,5510312,3155737,14887328,15169439,,-4265123,75330,85227,,,1778153,4373266,-32321,0,,,,825092,825092,,,,,91122,,7496682,,1778153.0,2018-12-31,0.3199,,,,18.209999084472656,6635.279785,2019-12-31,18.780000686645508,8972.599609,BKSC,35.22564081297441,3.1301572258665367,0
2020-09-30,-5269000,0,9663000,2205105,-12536000,6972000,68000,2205105,101658,-784000,,784000,5178000,-155000,,2691000,-14422000,0,784000,-13911000,-14422000,-13638000,-10947000,-14422000,318908762,894796,9356000,501925,,255364,318013966,20852000,,,,,,,,137507,,12941784,1873034,,,,,11068750,,,,,,30662000,11068750,5000010,,-585146,962,34258000,-26739096,,,0,138935,300000,120000,,,-1868373,-10122860,-27000,,,,,,,,0,0,,,,-1868373,,-14422000.0,2020-12-31,-0.1232,,,,10.470000267028809,12888.280273,2021-12-31,4.489999771118164,15644.969727,BKSY,21.389117831143544,-57.115571570158686,0
